0,0.7890612
1,0.9471986
2,0.80968773
3,0.9102815
4,0.28774107
5,0.9126787
6,0.66084856
7,0.65502995
8,0.39494893
9,0.71149296
10,0.47322756
11,0.9973098
12,0.4141609
13,0.75938123
14,0.4054293
15,0.945199
16,0.91771287
17,0.6308777
18,0.64333564
19,0.76513577
20,0.92728823
21,0.5644832
22,0.16129886
23,0.7854969
24,0.6524593
25,0.78550446
26,0.9275303
27,0.07591698
28,0.9765844
29,0.7181287
30,0.2275105
31,0.4987636
32,0.22998971
33,0.5166287
34,0.98935854
35,0.9216831
36,0.9729902
37,0.87681806
38,0.96491987
39,0.70197004
40,0.9851709
41,0.88542193
42,0.7819722
43,0.70227814
44,0.9356977
45,0.1303707
46,0.7673895
47,0.9305289
48,0.99518967
49,0.1761044
50,0.9023328
51,0.41818038
52,0.3911755
53,0.94895643
54,0.88621086
55,0.4287266
56,0.79260087
57,0.72336024
58,0.06310157
59,0.9908461
60,0.95416975
61,0.8749075
62,0.82043254
63,0.9129707
64,0.29750288
65,0.49021855
66,0.7653853
67,0.9371
68,0.97849256
69,0.496907
70,0.99281925
71,0.8941729
72,0.38469255
73,0.6117781
74,0.78504044
75,0.8760093
76,0.6410096
77,0.7711406
78,0.9880249
79,0.9352744
80,0.7278178
81,0.7628625
82,0.8607312
83,0.93251383
84,0.7840763
85,0.4281165
86,0.8301287
87,0.62689334
88,0.5698991
89,0.6393089
90,0.84831285
91,0.86756855
92,0.9458731
93,0.45844004
94,0.98456997
95,0.4675625
96,0.34472108
97,0.8546617
98,0.18365669
99,0.6911922
100,0.4383696
101,0.90455717
102,0.9634897
103,0.23916252
104,0.7786217
105,0.9662628
106,0.4098351
107,0.9547564
108,0.90503055
109,0.50609004
110,0.6777744
111,0.9388477
112,0.95836216
113,0.9766937
114,0.98204744
115,0.30728948
116,0.9635225
117,0.5994712
118,0.68523794
119,0.8844379
120,0.9351396
121,0.4355388
122,0.9235056
123,0.6876842
124,0.8148754
125,0.94884986
126,0.92687917
127,0.99068743
128,0.86482847
129,0.43601328
130,0.63082075
131,0.82696855
132,0.3172173
133,0.7546071
134,0.9282244
135,0.48213404
136,0.6541132
137,0.7687334
138,0.45249933
139,0.2887476
140,0.86468995
141,0.9152144
142,0.39119515
143,0.8974913
144,0.2405967
145,0.57094574
146,0.9719934
147,0.8485024
148,0.55928123
149,0.21333091
150,0.9217582
151,0.94494367
152,0.7887918
153,0.67556274
154,0.52440155
155,0.71728104
156,0.28829515
157,0.74014175
158,0.09231894
159,0.7562578
160,0.7517042
161,0.98251754
162,0.9268523
163,0.40955892
164,0.26981333
165,0.929262
166,0.57090867
167,0.6747188
168,0.7963481
169,0.80100113
170,0.47751987
171,0.91628224
172,0.8415125
173,0.23314108
174,0.107269555
175,0.9685249
176,0.7885277
177,0.7292733
178,0.8838375
179,0.91026676
180,0.7559102
181,0.94712055
182,0.2632062
183,0.13794826
184,0.98458266
185,0.39460784
186,0.550444
187,0.9643507
188,0.8794749
189,0.89329106
190,0.3270182
191,0.741242
192,0.18709317
193,0.9355696
194,0.82547987
195,0.5352984
196,0.40460098
197,0.9250077
198,0.8924767
199,0.70443267
200,0.5787361
201,0.7734262
202,0.798611
203,0.32982233
204,0.65685457
205,0.8384689
206,0.94471276
207,0.653575
208,0.35508162
209,0.8386292
210,0.75731254
211,0.78946316
212,0.8378261
213,0.8081724
214,0.8637798
215,0.4178217
216,0.8706965
217,0.85853505
218,0.51119876
219,0.86172116
220,0.52172023
221,0.793976
222,0.9365251
223,0.73260456
224,0.27381566
225,0.9642158
226,0.40806064
227,0.76710385
228,0.2556563
229,0.9267927
230,0.77889025
231,0.2537599
232,0.54357666
233,0.82642335
234,0.8155543
235,0.9191656
236,0.51254857
237,0.73524517
238,0.58320457
239,0.645928
240,0.51850027
241,0.85264724
242,0.45043045
243,0.3989836
244,0.5674413
245,0.72422856
246,0.87858075
247,0.8823583
248,0.59844685
249,0.9488749
250,0.8498144
251,0.98092604
252,0.64423746
253,0.7307701
254,0.9548617
255,0.8008201
256,0.20139176
257,0.3977196
258,0.8876805
259,0.3041198
260,0.5384838
261,0.49436465
262,0.84035665
263,0.89806134
264,0.6482021
265,0.4881023
266,0.9702563
267,0.91917056
268,0.08385783
269,0.55253977
270,0.7402438
271,0.7730855
272,0.982505
273,0.68373144
274,0.9629126
275,0.45100105
276,0.9915794
277,0.49925065
278,0.9141008
279,0.9422112
280,0.7989853
281,0.1471722
282,0.90737057
283,0.6884248
284,0.98927784
285,0.8905439
286,0.7911773
287,0.10933196
288,0.45583898
289,0.5961283
290,0.7645949
291,0.9325498
292,0.8381799
293,0.82225746
294,0.77812433
295,0.88462305
296,0.9558406
297,0.597939
298,0.88063586
299,0.93799096
300,0.8972999
301,0.82326454
302,0.87344265
303,0.21624644
304,0.53471357
305,0.5900171
306,0.9458346
307,0.2937586
308,0.61206347
309,0.8106027
310,0.28892502
311,0.6593709
312,0.21450892
313,0.7204825
314,0.43469346
315,0.58664435
316,0.7562747
317,0.317944
318,0.6089075
319,0.7192554
320,0.6596995
321,0.9722405
322,0.83669645
323,0.96117085
324,0.17445636
325,0.8332112
326,0.7559525
327,0.9871321
328,0.59068316
329,0.79072195
330,0.88432294
331,0.78946745
332,0.51371056
333,0.28206572
334,0.6486867
335,0.8847988
336,0.8996754
337,0.91908365
338,0.6445201
339,0.8325028
340,0.16033147
341,0.70942384
342,0.33701473
343,0.9875616
344,0.42819342
345,0.25753182
346,0.29840216
347,0.88328344
348,0.878452
349,0.7526708
350,0.8587347
351,0.84161574
352,0.9805319
353,0.83218074
354,0.6959561
355,0.9334363
356,0.79578966
357,0.84280515
358,0.66417384
359,0.1668312
360,0.73634386
361,0.64117056
362,0.90826976
363,0.88264215
364,0.26685387
365,0.37965214
366,0.23378532
367,0.65189004
368,0.9741489
369,0.2702721
370,0.5191723
371,0.25345263
372,0.466925
373,0.8036017
374,0.63393396
375,0.16601373
376,0.85197926
377,0.38815162
378,0.5469769
379,0.7640171
380,0.8502304
381,0.14427684
382,0.77027637
383,0.3437397
384,0.9936353
385,0.59070253
386,0.41815227
387,0.89045244
388,0.7522911
389,0.98841745
390,0.7907454
391,0.9716119
392,0.3457078
393,0.82372165
394,0.68588895
395,0.8799667
396,0.9225916
397,0.98221546
398,0.72146934
399,0.88321376
400,0.908559
401,0.51873136
402,0.9788325
